區域,起點,終點
0,0,12
0,0,2
0,0,23
0,0,1
0,0,14
0,0,4
0,12,2
0,12,23
0,12,1
0,12,14
0,12,4
0,12,0
0,2,23
0,2,1
0,2,14
0,2,4
0,2,0
0,23,1
0,23,14
0,23,4
0,23,0
0,1,14
0,1,4
0,1,0
0,14,4
0,14,0
0,4,0
1,0,12
1,0,11
1,0,24
1,0,23
1,0,15
1,0,9
1,0,8
1,0,13
1,12,11
1,12,24
1,12,23
1,12,15
1,12,9
1,12,8
1,12,13
1,12,0
1,11,24
1,11,23
1,11,15
1,11,9
1,11,8
1,11,13
1,11,0
1,24,23
1,24,15
1,24,9
1,24,8
1,24,13
1,24,0
1,23,15
1,23,9
1,23,8
1,23,13
1,23,0
1,15,9
1,15,8
1,15,13
1,15,0
1,9,8
1,9,13
1,9,0
1,8,13
1,8,0
1,13,0
2,0,17
2,0,8
2,0,20
2,0,6
2,0,18
2,0,10
2,0,7
2,0,15
2,0,22
2,0,16
2,17,8
2,17,20
2,17,6
2,17,18
2,17,10
2,17,7
2,17,15
2,17,22
2,17,16
2,17,0
2,8,20
2,8,6
2,8,18
2,8,10
2,8,7
2,8,15
2,8,22
2,8,16
2,8,0
2,20,6
2,20,18
2,20,10
2,20,7
2,20,15
2,20,22
2,20,16
2,20,0
2,6,18
2,6,10
2,6,7
2,6,15
2,6,22
2,6,16
2,6,0
2,18,10
2,18,7
2,18,15
2,18,22
2,18,16
2,18,0
2,10,7
2,10,15
2,10,22
2,10,16
2,10,0
2,7,15
2,7,22
2,7,16
2,7,0
2,15,22
2,15,16
2,15,0
2,22,16
2,22,0
2,16,0
3,0,16
3,0,22
3,0,3
3,0,20
3,0,6
3,0,5
3,0,19
3,0,21
3,16,22
3,16,3
3,16,20
3,16,6
3,16,5
3,16,19
3,16,21
3,16,0
3,22,3
3,22,20
3,22,6
3,22,5
3,22,19
3,22,21
3,22,0
3,3,20
3,3,6
3,3,5
3,3,19
3,3,21
3,3,0
3,20,6
3,20,5
3,20,19
3,20,21
3,20,0
3,6,5
3,6,19
3,6,21
3,6,0
3,5,19
3,5,21
3,5,0
3,19,21
3,19,0
3,21,0
