區域,起點,終點
0,0,8
0,0,16
0,0,10
0,0,14
0,0,27
0,0,11
0,0,6
0,0,24
0,0,35
0,8,16
0,8,10
0,8,14
0,8,27
0,8,11
0,8,6
0,8,24
0,8,35
0,8,0
0,16,10
0,16,14
0,16,27
0,16,11
0,16,6
0,16,24
0,16,35
0,16,0
0,10,14
0,10,27
0,10,11
0,10,6
0,10,24
0,10,35
0,10,0
0,14,27
0,14,11
0,14,6
0,14,24
0,14,35
0,14,0
0,27,11
0,27,6
0,27,24
0,27,35
0,27,0
0,11,6
0,11,24
0,11,35
0,11,0
0,6,24
0,6,35
0,6,0
0,24,35
0,24,0
0,35,0
1,0,1
1,0,2
1,0,11
1,0,19
1,0,8
1,0,10
1,0,29
1,0,23
1,0,12
1,0,7
1,0,20
1,0,3
1,1,2
1,1,11
1,1,19
1,1,8
1,1,10
1,1,29
1,1,23
1,1,12
1,1,7
1,1,20
1,1,3
1,1,0
1,2,11
1,2,19
1,2,8
1,2,10
1,2,29
1,2,23
1,2,12
1,2,7
1,2,20
1,2,3
1,2,0
1,11,19
1,11,8
1,11,10
1,11,29
1,11,23
1,11,12
1,11,7
1,11,20
1,11,3
1,11,0
1,19,8
1,19,10
1,19,29
1,19,23
1,19,12
1,19,7
1,19,20
1,19,3
1,19,0
1,8,10
1,8,29
1,8,23
1,8,12
1,8,7
1,8,20
1,8,3
1,8,0
1,10,29
1,10,23
1,10,12
1,10,7
1,10,20
1,10,3
1,10,0
1,29,23
1,29,12
1,29,7
1,29,20
1,29,3
1,29,0
1,23,12
1,23,7
1,23,20
1,23,3
1,23,0
1,12,7
1,12,20
1,12,3
1,12,0
1,7,20
1,7,3
1,7,0
1,20,3
1,20,0
1,3,0
2,0,18
2,0,25
2,0,26
2,0,4
2,0,21
2,0,32
2,0,20
2,0,17
2,0,29
2,0,33
2,0,1
2,0,34
2,0,36
2,0,30
2,0,22
2,18,25
2,18,26
2,18,4
2,18,21
2,18,32
2,18,20
2,18,17
2,18,29
2,18,33
2,18,1
2,18,34
2,18,36
2,18,30
2,18,22
2,18,0
2,25,26
2,25,4
2,25,21
2,25,32
2,25,20
2,25,17
2,25,29
2,25,33
2,25,1
2,25,34
2,25,36
2,25,30
2,25,22
2,25,0
2,26,4
2,26,21
2,26,32
2,26,20
2,26,17
2,26,29
2,26,33
2,26,1
2,26,34
2,26,36
2,26,30
2,26,22
2,26,0
2,4,21
2,4,32
2,4,20
2,4,17
2,4,29
2,4,33
2,4,1
2,4,34
2,4,36
2,4,30
2,4,22
2,4,0
2,21,32
2,21,20
2,21,17
2,21,29
2,21,33
2,21,1
2,21,34
2,21,36
2,21,30
2,21,22
2,21,0
2,32,20
2,32,17
2,32,29
2,32,33
2,32,1
2,32,34
2,32,36
2,32,30
2,32,22
2,32,0
2,20,17
2,20,29
2,20,33
2,20,1
2,20,34
2,20,36
2,20,30
2,20,22
2,20,0
2,17,29
2,17,33
2,17,1
2,17,34
2,17,36
2,17,30
2,17,22
2,17,0
2,29,33
2,29,1
2,29,34
2,29,36
2,29,30
2,29,22
2,29,0
2,33,1
2,33,34
2,33,36
2,33,30
2,33,22
2,33,0
2,1,34
2,1,36
2,1,30
2,1,22
2,1,0
2,34,36
2,34,30
2,34,22
2,34,0
2,36,30
2,36,22
2,36,0
2,30,22
2,30,0
2,22,0
3,0,32
3,0,28
3,0,31
3,0,36
3,0,13
3,0,9
3,0,17
3,0,15
3,0,5
3,0,21
3,0,26
3,0,30
3,32,28
3,32,31
3,32,36
3,32,13
3,32,9
3,32,17
3,32,15
3,32,5
3,32,21
3,32,26
3,32,30
3,32,0
3,28,31
3,28,36
3,28,13
3,28,9
3,28,17
3,28,15
3,28,5
3,28,21
3,28,26
3,28,30
3,28,0
3,31,36
3,31,13
3,31,9
3,31,17
3,31,15
3,31,5
3,31,21
3,31,26
3,31,30
3,31,0
3,36,13
3,36,9
3,36,17
3,36,15
3,36,5
3,36,21
3,36,26
3,36,30
3,36,0
3,13,9
3,13,17
3,13,15
3,13,5
3,13,21
3,13,26
3,13,30
3,13,0
3,9,17
3,9,15
3,9,5
3,9,21
3,9,26
3,9,30
3,9,0
3,17,15
3,17,5
3,17,21
3,17,26
3,17,30
3,17,0
3,15,5
3,15,21
3,15,26
3,15,30
3,15,0
3,5,21
3,5,26
3,5,30
3,5,0
3,21,26
3,21,30
3,21,0
3,26,30
3,26,0
3,30,0
