區域,起點,終點
0,0,34
0,0,16
0,0,8
0,0,37
0,0,41
0,0,4
0,0,18
0,0,42
0,0,30
0,0,43
0,0,2
0,0,17
0,34,16
0,34,8
0,34,37
0,34,41
0,34,4
0,34,18
0,34,42
0,34,30
0,34,43
0,34,2
0,34,17
0,34,0
0,16,8
0,16,37
0,16,41
0,16,4
0,16,18
0,16,42
0,16,30
0,16,43
0,16,2
0,16,17
0,16,0
0,8,37
0,8,41
0,8,4
0,8,18
0,8,42
0,8,30
0,8,43
0,8,2
0,8,17
0,8,0
0,37,41
0,37,4
0,37,18
0,37,42
0,37,30
0,37,43
0,37,2
0,37,17
0,37,0
0,41,4
0,41,18
0,41,42
0,41,30
0,41,43
0,41,2
0,41,17
0,41,0
0,4,18
0,4,42
0,4,30
0,4,43
0,4,2
0,4,17
0,4,0
0,18,42
0,18,30
0,18,43
0,18,2
0,18,17
0,18,0
0,42,30
0,42,43
0,42,2
0,42,17
0,42,0
0,30,43
0,30,2
0,30,17
0,30,0
0,43,2
0,43,17
0,43,0
0,2,17
0,2,0
0,17,0
1,0,43
1,0,42
1,0,26
1,0,45
1,0,27
1,0,20
1,0,36
1,0,9
1,0,35
1,0,28
1,0,7
1,0,47
1,0,38
1,0,17
1,0,18
1,0,14
1,43,42
1,43,26
1,43,45
1,43,27
1,43,20
1,43,36
1,43,9
1,43,35
1,43,28
1,43,7
1,43,47
1,43,38
1,43,17
1,43,18
1,43,14
1,43,0
1,42,26
1,42,45
1,42,27
1,42,20
1,42,36
1,42,9
1,42,35
1,42,28
1,42,7
1,42,47
1,42,38
1,42,17
1,42,18
1,42,14
1,42,0
1,26,45
1,26,27
1,26,20
1,26,36
1,26,9
1,26,35
1,26,28
1,26,7
1,26,47
1,26,38
1,26,17
1,26,18
1,26,14
1,26,0
1,45,27
1,45,20
1,45,36
1,45,9
1,45,35
1,45,28
1,45,7
1,45,47
1,45,38
1,45,17
1,45,18
1,45,14
1,45,0
1,27,20
1,27,36
1,27,9
1,27,35
1,27,28
1,27,7
1,27,47
1,27,38
1,27,17
1,27,18
1,27,14
1,27,0
1,20,36
1,20,9
1,20,35
1,20,28
1,20,7
1,20,47
1,20,38
1,20,17
1,20,18
1,20,14
1,20,0
1,36,9
1,36,35
1,36,28
1,36,7
1,36,47
1,36,38
1,36,17
1,36,18
1,36,14
1,36,0
1,9,35
1,9,28
1,9,7
1,9,47
1,9,38
1,9,17
1,9,18
1,9,14
1,9,0
1,35,28
1,35,7
1,35,47
1,35,38
1,35,17
1,35,18
1,35,14
1,35,0
1,28,7
1,28,47
1,28,38
1,28,17
1,28,18
1,28,14
1,28,0
1,7,47
1,7,38
1,7,17
1,7,18
1,7,14
1,7,0
1,47,38
1,47,17
1,47,18
1,47,14
1,47,0
1,38,17
1,38,18
1,38,14
1,38,0
1,17,18
1,17,14
1,17,0
1,18,14
1,18,0
1,14,0
2,0,39
2,0,19
2,0,5
2,0,10
2,0,32
2,0,9
2,0,45
2,0,40
2,0,15
2,0,24
2,0,12
2,0,22
2,0,23
2,0,14
2,0,21
2,0,46
2,0,44
2,0,31
2,0,28
2,0,48
2,39,19
2,39,5
2,39,10
2,39,32
2,39,9
2,39,45
2,39,40
2,39,15
2,39,24
2,39,12
2,39,22
2,39,23
2,39,14
2,39,21
2,39,46
2,39,44
2,39,31
2,39,28
2,39,48
2,39,0
2,19,5
2,19,10
2,19,32
2,19,9
2,19,45
2,19,40
2,19,15
2,19,24
2,19,12
2,19,22
2,19,23
2,19,14
2,19,21
2,19,46
2,19,44
2,19,31
2,19,28
2,19,48
2,19,0
2,5,10
2,5,32
2,5,9
2,5,45
2,5,40
2,5,15
2,5,24
2,5,12
2,5,22
2,5,23
2,5,14
2,5,21
2,5,46
2,5,44
2,5,31
2,5,28
2,5,48
2,5,0
2,10,32
2,10,9
2,10,45
2,10,40
2,10,15
2,10,24
2,10,12
2,10,22
2,10,23
2,10,14
2,10,21
2,10,46
2,10,44
2,10,31
2,10,28
2,10,48
2,10,0
2,32,9
2,32,45
2,32,40
2,32,15
2,32,24
2,32,12
2,32,22
2,32,23
2,32,14
2,32,21
2,32,46
2,32,44
2,32,31
2,32,28
2,32,48
2,32,0
2,9,45
2,9,40
2,9,15
2,9,24
2,9,12
2,9,22
2,9,23
2,9,14
2,9,21
2,9,46
2,9,44
2,9,31
2,9,28
2,9,48
2,9,0
2,45,40
2,45,15
2,45,24
2,45,12
2,45,22
2,45,23
2,45,14
2,45,21
2,45,46
2,45,44
2,45,31
2,45,28
