區域,起點,終點
0,0,27
0,0,18
0,0,61
0,0,49
0,0,57
0,0,7
0,0,10
0,0,12
0,0,64
0,0,28
0,0,70
0,0,65
0,0,9
0,0,32
0,0,41
0,0,3
0,0,36
0,0,55
0,27,18
0,27,61
0,27,49
0,27,57
0,27,7
0,27,10
0,27,12
0,27,64
0,27,28
0,27,70
0,27,65
0,27,9
0,27,32
0,27,41
0,27,3
0,27,36
0,27,55
0,27,0
0,18,61
0,18,49
0,18,57
0,18,7
0,18,10
0,18,12
0,18,64
0,18,28
0,18,70
0,18,65
0,18,9
0,18,32
0,18,41
0,18,3
0,18,36
0,18,55
0,18,0
0,61,49
0,61,57
0,61,7
0,61,10
0,61,12
0,61,64
0,61,28
0,61,70
0,61,65
0,61,9
0,61,32
0,61,41
0,61,3
0,61,36
0,61,55
0,61,0
0,49,57
0,49,7
0,49,10
0,49,12
0,49,64
0,49,28
0,49,70
0,49,65
0,49,9
0,49,32
0,49,41
0,49,3
0,49,36
0,49,55
0,49,0
0,57,7
0,57,10
0,57,12
0,57,64
0,57,28
0,57,70
0,57,65
0,57,9
0,57,32
0,57,41
0,57,3
0,57,36
0,57,55
0,57,0
0,7,10
0,7,12
0,7,64
0,7,28
0,7,70
0,7,65
0,7,9
0,7,32
0,7,41
0,7,3
0,7,36
0,7,55
0,7,0
0,10,12
0,10,64
0,10,28
0,10,70
0,10,65
0,10,9
0,10,32
0,10,41
0,10,3
0,10,36
0,10,55
0,10,0
0,12,64
0,12,28
0,12,70
0,12,65
0,12,9
0,12,32
0,12,41
0,12,3
0,12,36
0,12,55
0,12,0
0,64,28
0,64,70
0,64,65
0,64,9
0,64,32
0,64,41
0,64,3
0,64,36
0,64,55
0,64,0
0,28,70
0,28,65
0,28,9
0,28,32
0,28,41
0,28,3
0,28,36
0,28,55
0,28,0
0,70,65
0,70,9
0,70,32
0,70,41
0,70,3
0,70,36
0,70,55
0,70,0
0,65,9
0,65,32
0,65,41
0,65,3
0,65,36
0,65,55
0,65,0
0,9,32
0,9,41
0,9,3
0,9,36
0,9,55
0,9,0
0,32,41
0,32,3
0,32,36
0,32,55
0,32,0
0,41,3
0,41,36
0,41,55
0,41,0
0,3,36
0,3,55
0,3,0
0,36,55
0,36,0
0,55,0
1,0,55
1,0,56
1,0,58
1,0,22
1,0,32
1,0,1
1,0,37
1,0,64
1,0,20
1,0,61
1,0,31
1,0,6
1,0,33
1,0,42
1,0,59
1,0,35
1,0,68
1,0,45
1,0,52
1,0,18
1,0,72
1,0,36
1,0,8
1,0,15
1,55,56
1,55,58
1,55,22
1,55,32
1,55,1
1,55,37
1,55,64
1,55,20
1,55,61
1,55,31
1,55,6
1,55,33
1,55,42
1,55,59
1,55,35
1,55,68
1,55,45
1,55,52
1,55,18
1,55,72
1,55,36
1,55,8
1,55,15
1,55,0
1,56,58
1,56,22
1,56,32
1,56,1
1,56,37
1,56,64
1,56,20
1,56,61
1,56,31
1,56,6
1,56,33
1,56,42
1,56,59
1,56,35
1,56,68
1,56,45
1,56,52
1,56,18
1,56,72
1,56,36
1,56,8
1,56,15
1,56,0
1,58,22
1,58,32
1,58,1
1,58,37
1,58,64
1,58,20
1,58,61
1,58,31
1,58,6
1,58,33
1,58,42
1,58,59
1,58,35
1,58,68
1,58,45
1,58,52
1,58,18
1,58,72
1,58,36
1,58,8
1,58,15
1,58,0
1,22,32
1,22,1
1,22,37
1,22,64
1,22,20
1,22,61
1,22,31
1,22,6
1,22,33
1,22,42
1,22,59
1,22,35
1,22,68
1,22,45
1,22,52
1,22,18
1,22,72
1,22,36
1,22,8
1,22,15
1,22,0
1,32,1
1,32,37
1,32,64
1,32,20
1,32,61
1,32,31
1,32,6
1,32,33
1,32,42
1,32,59
1,32,35
1,32,68
1,32,45
1,32,52
1,32,18
1,32,72
1,32,36
1,32,8
1,32,15
1,32,0
1,1,37
1,1,64
1,1,20
1,1,61
1,1,31
1,1,6
1,1,33
1,1,42
1,1,59
1,1,35
1,1,68
1,1,45
1,1,52
1,1,18
1,1,72
1,1,36
1,1,8
1,1,15
1,1,0
1,37,64
1,37,20
1,37,61
1,37,31
1,37,6
1,37,33
1,37,42
1,37,59
1,37,35
1,37,68
1,37,45
1,37,52
1,37,18
1,37,72
1,37,36
1,37,8
1,37,15
1,37,0
1,64,20
1,64,61
1,64,31
1,64,6
1,64,33
1,64,42
1,64,59
1,64,35
1,64,68
1,64,45
1,64,52
1,64,18
1,64,72
1,64,36
1,64,8
1,64,15
1,64,0
1,20,61
1,20,31
1,20,6
1,20,33
1,20,42
1,20,59
1,20,35
1,20,68
1,20,45
1,20,52
1,20,18
1,20,72
1,20,36
1,20,8
1,20,15
1,20,0
1,61,31
1,61,6
1,61,33
1,61,42
1,61,59
1,61,35
1,61,68
1,61,45
1,61,52
1,61,18
1,61,72
1,61,36
1,61,8
1,61,15
1,61,0
1,31,6
1,31,33
1,31,42
1,31,59
1,31,35
1,31,68
1,31,45
1,31,52
1,31,18
1,31,72
1,31,36
1,31,8
1,31,15
1,31,0
1,6,33
1,6,42
1,6,59
1,6,35
1,6,68
1,6,45
1,6,52
1,6,18
1,6,72
1,6,36
1,6,8
1,6,15
1,6,0
1,33,42
1,33,59
1,33,35
1,33,68
1,33,45
1,33,52
1,33,18
1,33,72
1,33,36
1,33,8
1,33,15
1,33,0
1,42,59
1,42,35
1,42,68
1,42,45
1,42,52
1,42,18
1,42,72
1,42,36
1,42,8
1,42,15
1,42,0
1,59,35
1,59,68
1,59,45
1,59,52
1,59,18
1,59,72
1,59,36
1,59,8
1,59,15
1,59,0
1,35,68
1,35,45
1,35,52
1,35,18
1,35,72
1,35,36
1,35,8
1,35,15
1,35,0
1,68,45
1,68,52
1,68,18
1,68,72
1,68,36
1,68,8
1,68,15
1,68,0
1,45,52
1,45,18
1,45,72
1,45,36
1,45,8
1,45,15
1,45,0
1,52,18
1,52,72
1,52,36
1,52,8
1,52,15
1,52,0
1,18,72
1,18,36
1,18,8
1,18,15
1,18,0
1,72,36
1,72,8
1,72,15
1,72,0
1,36,8
1,36,15
1,36,0
1,8,15
1,8,0
1,15,0
2,0,67
2,0,13
2,0,71
2,0,69
2,0,31
2,0,30
2,0,15
2,0,19
2,0,51
2,0,23
2,0,1
2,0,26
2,0,60
2,0,53
2,0,16
2,0,38
2,0,62
2,0,66
2,0,46
2,0,29
2,0,11
2,0,54
2,0,48
2,0,63
2,0,42
2,0,43
2,0,20
2,0,14
2,0,68
2,0,47
2,67,13
2,67,71
2,67,69
2,67,31
2,67,30
2,67,15
2,67,19
2,67,51
2,67,23
2,67,1
2,67,26
2,67,60
2,67,53
2,67,16
2,67,38
2,67,62
2,67,66
2,67,46
2,67,29
2,67,11
2,67,54
2,67,48
2,67,63
2,67,42
2,67,43
2,67,20
2,67,14
2,67,68
2,67,47
2,67,0
