區域,起點,終點
0,0,59
0,0,35
0,0,3
0,0,42
0,0,49
0,0,8
0,0,56
0,0,43
0,0,60
0,0,9
0,0,24
0,0,57
0,0,15
0,0,37
0,0,55
0,59,35
0,59,3
0,59,42
0,59,49
0,59,8
0,59,56
0,59,43
0,59,60
0,59,9
0,59,24
0,59,57
0,59,15
0,59,37
0,59,55
0,59,0
0,35,3
0,35,42
0,35,49
0,35,8
0,35,56
0,35,43
0,35,60
0,35,9
0,35,24
0,35,57
0,35,15
0,35,37
0,35,55
0,35,0
0,3,42
0,3,49
0,3,8
0,3,56
0,3,43
0,3,60
0,3,9
0,3,24
0,3,57
0,3,15
0,3,37
0,3,55
0,3,0
0,42,49
0,42,8
0,42,56
0,42,43
0,42,60
0,42,9
0,42,24
0,42,57
0,42,15
0,42,37
0,42,55
0,42,0
0,49,8
0,49,56
0,49,43
0,49,60
0,49,9
0,49,24
0,49,57
0,49,15
0,49,37
0,49,55
0,49,0
0,8,56
0,8,43
0,8,60
0,8,9
0,8,24
0,8,57
0,8,15
0,8,37
0,8,55
0,8,0
0,56,43
0,56,60
0,56,9
0,56,24
0,56,57
0,56,15
0,56,37
0,56,55
0,56,0
0,43,60
0,43,9
0,43,24
0,43,57
0,43,15
0,43,37
0,43,55
0,43,0
0,60,9
0,60,24
0,60,57
0,60,15
0,60,37
0,60,55
0,60,0
0,9,24
0,9,57
0,9,15
0,9,37
0,9,55
0,9,0
0,24,57
0,24,15
0,24,37
0,24,55
0,24,0
0,57,15
0,57,37
0,57,55
0,57,0
0,15,37
0,15,55
0,15,0
0,37,55
0,37,0
0,55,0
1,0,60
1,0,15
1,0,40
1,0,48
1,0,47
1,0,19
1,0,38
1,0,23
1,0,52
1,0,9
1,0,46
1,0,43
1,0,29
1,0,57
1,0,20
1,0,17
1,0,4
1,0,2
1,0,36
1,0,13
1,60,15
1,60,40
1,60,48
1,60,47
1,60,19
1,60,38
1,60,23
1,60,52
1,60,9
1,60,46
1,60,43
1,60,29
1,60,57
1,60,20
1,60,17
1,60,4
1,60,2
1,60,36
1,60,13
1,60,0
1,15,40
1,15,48
1,15,47
1,15,19
1,15,38
1,15,23
1,15,52
1,15,9
1,15,46
1,15,43
1,15,29
1,15,57
1,15,20
1,15,17
1,15,4
1,15,2
1,15,36
1,15,13
1,15,0
1,40,48
1,40,47
1,40,19
1,40,38
1,40,23
1,40,52
1,40,9
1,40,46
1,40,43
1,40,29
1,40,57
1,40,20
1,40,17
1,40,4
1,40,2
1,40,36
1,40,13
1,40,0
1,48,47
1,48,19
1,48,38
1,48,23
1,48,52
1,48,9
1,48,46
1,48,43
1,48,29
1,48,57
1,48,20
1,48,17
1,48,4
1,48,2
1,48,36
1,48,13
1,48,0
1,47,19
1,47,38
1,47,23
1,47,52
1,47,9
1,47,46
1,47,43
1,47,29
1,47,57
1,47,20
1,47,17
1,47,4
1,47,2
1,47,36
1,47,13
1,47,0
1,19,38
1,19,23
1,19,52
1,19,9
1,19,46
1,19,43
1,19,29
1,19,57
1,19,20
1,19,17
1,19,4
1,19,2
1,19,36
1,19,13
1,19,0
1,38,23
1,38,52
1,38,9
1,38,46
1,38,43
1,38,29
1,38,57
1,38,20
1,38,17
1,38,4
1,38,2
1,38,36
1,38,13
1,38,0
1,23,52
1,23,9
1,23,46
1,23,43
1,23,29
1,23,57
1,23,20
1,23,17
1,23,4
1,23,2
1,23,36
1,23,13
1,23,0
1,52,9
1,52,46
1,52,43
1,52,29
1,52,57
1,52,20
1,52,17
1,52,4
1,52,2
1,52,36
1,52,13
1,52,0
1,9,46
1,9,43
1,9,29
1,9,57
1,9,20
1,9,17
1,9,4
1,9,2
1,9,36
1,9,13
1,9,0
1,46,43
1,46,29
1,46,57
1,46,20
1,46,17
1,46,4
1,46,2
1,46,36
1,46,13
1,46,0
1,43,29
1,43,57
1,43,20
1,43,17
1,43,4
1,43,2
1,43,36
1,43,13
1,43,0
1,29,57
1,29,20
1,29,17
1,29,4
1,29,2
1,29,36
1,29,13
1,29,0
1,57,20
1,57,17
1,57,4
1,57,2
1,57,36
1,57,13
1,57,0
1,20,17
1,20,4
1,20,2
1,20,36
1,20,13
1,20,0
1,17,4
1,17,2
1,17,36
1,17,13
1,17,0
1,4,2
1,4,36
1,4,13
1,4,0
1,2,36
1,2,13
1,2,0
1,36,13
1,36,0
1,13,0
2,0,21
2,0,7
2,0,41
2,0,27
2,0,34
2,0,36
2,0,53
2,0,25
2,0,11
2,0,33
2,0,5
2,0,31
2,0,12
2,0,18
2,0,17
2,0,16
2,0,40
2,0,19
2,0,32
2,0,39
2,0,14
2,0,28
2,0,52
2,0,51
2,0,22
2,21,7
2,21,41
2,21,27
2,21,34
2,21,36
2,21,53
2,21,25
2,21,11
2,21,33
2,21,5
2,21,31
2,21,12
2,21,18
2,21,17
2,21,16
2,21,40
2,21,19
2,21,32
2,21,39
2,21,14
2,21,28
2,21,52
2,21,51
2,21,22
2,21,0
2,7,41
2,7,27
2,7,34
2,7,36
2,7,53
2,7,25
2,7,11
2,7,33
2,7,5
2,7,31
2,7,12
2,7,18
2,7,17
2,7,16
2,7,40
2,7,19
2,7,32
2,7,39
2,7,14
2,7,28
2,7,52
2,7,51
2,7,22
2,7,0
2,41,27
2,41,34
2,41,36
2,41,53
2,41,25
2,41,11
2,41,33
2,41,5
2,41,31
2,41,12
2,41,18
2,41,17
2,41,16
2,41,40
2,41,19
2,41,32
2,41,39
2,41,14
2,41,28
2,41,52
2,41,51
2,41,22
2,41,0
2,27,34
2,27,36
2,27,53
2,27,25
2,27,11
2,27,33
2,27,5
2,27,31
2,27,12
2,27,18
2,27,17
2,27,16
2,27,40
2,27,19
2,27,32
2,27,39
2,27,14
2,27,28
2,27,52
2,27,51
2,27,22
2,27,0
2,34,36
2,34,53
2,34,25
2,34,11
2,34,33
2,34,5
2,34,31
2,34,12
2,34,18
2,34,17
2,34,16
2,34,40
2,34,19
2,34,32
2,34,39
2,34,14
2,34,28
2,34,52
2,34,51
2,34,22
2,34,0
2,36,53
2,36,25
2,36,11
2,36,33
2,36,5
2,36,31
2,36,12
2,36,18
2,36,17
2,36,16
2,36,40
2,36,19
2,36,32
2,36,39
2,36,14
2,36,28
2,36,52
2,36,51
2,36,22
2,36,0
2,53,25
2,53,11
2,53,33
2,53,5
2,53,31
2,53,12
2,53,18
2,53,17
2,53,16
2,53,40
2,53,19
2,53,32
2,53,39
2,53,14
2,53,28
2,53,52
2,53,51
2,53,22
2,53,0
2,25,11
2,25,33
2,25,5
2,25,31
2,25,12
2,25,18
2,25,17
2,25,16
2,25,40
2,25,19
2,25,32
2,25,39
2,25,14
2,25,28
2,25,52
2,25,51
2,25,22
2,25,0
2,11,33
2,11,5
2,11,31
2,11,12
2,11,18
2,11,17
2,11,16
