區域,起點,終點
0,0,11
0,0,32
0,0,26
0,0,8
0,0,41
0,0,10
0,0,36
0,0,43
0,0,14
0,0,7
0,0,17
0,0,28
0,11,32
0,11,26
0,11,8
0,11,41
0,11,10
0,11,36
0,11,43
0,11,14
0,11,7
0,11,17
0,11,28
0,11,0
0,32,26
0,32,8
0,32,41
0,32,10
0,32,36
0,32,43
0,32,14
0,32,7
0,32,17
0,32,28
0,32,0
0,26,8
0,26,41
0,26,10
0,26,36
0,26,43
0,26,14
0,26,7
0,26,17
0,26,28
0,26,0
0,8,41
0,8,10
0,8,36
0,8,43
0,8,14
0,8,7
0,8,17
0,8,28
0,8,0
0,41,10
0,41,36
0,41,43
0,41,14
0,41,7
0,41,17
0,41,28
0,41,0
0,10,36
0,10,43
0,10,14
0,10,7
0,10,17
0,10,28
0,10,0
0,36,43
0,36,14
0,36,7
0,36,17
0,36,28
0,36,0
0,43,14
0,43,7
0,43,17
0,43,28
0,43,0
0,14,7
0,14,17
0,14,28
0,14,0
0,7,17
0,7,28
0,7,0
0,17,28
0,17,0
0,28,0
1,0,26
1,0,46
1,0,18
1,0,5
1,0,3
1,0,43
1,0,20
1,0,42
1,0,16
1,0,8
1,0,38
1,0,28
1,0,29
1,0,33
1,0,45
1,0,48
1,26,46
1,26,18
1,26,5
1,26,3
1,26,43
1,26,20
1,26,42
1,26,16
1,26,8
1,26,38
1,26,28
1,26,29
1,26,33
1,26,45
1,26,48
1,26,0
1,46,18
1,46,5
1,46,3
1,46,43
1,46,20
1,46,42
1,46,16
1,46,8
1,46,38
1,46,28
1,46,29
1,46,33
1,46,45
1,46,48
1,46,0
1,18,5
1,18,3
1,18,43
1,18,20
1,18,42
1,18,16
1,18,8
1,18,38
1,18,28
1,18,29
1,18,33
1,18,45
1,18,48
1,18,0
1,5,3
1,5,43
1,5,20
1,5,42
1,5,16
1,5,8
1,5,38
1,5,28
1,5,29
1,5,33
1,5,45
1,5,48
1,5,0
1,3,43
1,3,20
1,3,42
1,3,16
1,3,8
1,3,38
1,3,28
1,3,29
1,3,33
1,3,45
1,3,48
1,3,0
1,43,20
1,43,42
1,43,16
1,43,8
1,43,38
1,43,28
1,43,29
1,43,33
1,43,45
1,43,48
1,43,0
1,20,42
1,20,16
1,20,8
1,20,38
1,20,28
1,20,29
1,20,33
1,20,45
1,20,48
1,20,0
1,42,16
1,42,8
1,42,38
1,42,28
1,42,29
1,42,33
1,42,45
1,42,48
1,42,0
1,16,8
1,16,38
1,16,28
1,16,29
1,16,33
1,16,45
1,16,48
1,16,0
1,8,38
1,8,28
1,8,29
1,8,33
1,8,45
1,8,48
1,8,0
1,38,28
1,38,29
1,38,33
1,38,45
1,38,48
1,38,0
1,28,29
1,28,33
1,28,45
1,28,48
1,28,0
1,29,33
1,29,45
1,29,48
1,29,0
1,33,45
1,33,48
1,33,0
1,45,48
1,45,0
1,48,0
2,0,19
2,0,33
2,0,27
2,0,15
2,0,6
2,0,35
2,0,38
2,0,37
2,0,2
2,0,21
2,0,25
2,0,45
2,0,22
2,0,23
2,0,9
2,0,5
2,0,1
2,0,12
2,0,4
2,0,31
2,19,33
2,19,27
2,19,15
2,19,6
2,19,35
2,19,38
2,19,37
2,19,2
2,19,21
2,19,25
2,19,45
2,19,22
2,19,23
2,19,9
2,19,5
2,19,1
2,19,12
2,19,4
2,19,31
2,19,0
2,33,27
2,33,15
2,33,6
2,33,35
2,33,38
2,33,37
2,33,2
2,33,21
2,33,25
2,33,45
2,33,22
2,33,23
2,33,9
2,33,5
2,33,1
2,33,12
2,33,4
2,33,31
2,33,0
2,27,15
2,27,6
2,27,35
2,27,38
2,27,37
2,27,2
2,27,21
2,27,25
2,27,45
2,27,22
2,27,23
2,27,9
2,27,5
2,27,1
2,27,12
2,27,4
2,27,31
2,27,0
2,15,6
2,15,35
2,15,38
2,15,37
2,15,2
2,15,21
2,15,25
2,15,45
2,15,22
2,15,23
2,15,9
2,15,5
2,15,1
2,15,12
2,15,4
2,15,31
2,15,0
2,6,35
2,6,38
2,6,37
2,6,2
2,6,21
2,6,25
2,6,45
2,6,22
2,6,23
2,6,9
2,6,5
2,6,1
2,6,12
2,6,4
2,6,31
2,6,0
2,35,38
2,35,37
2,35,2
2,35,21
2,35,25
2,35,45
2,35,22
2,35,23
2,35,9
2,35,5
2,35,1
2,35,12
2,35,4
2,35,31
2,35,0
2,38,37
2,38,2
2,38,21
2,38,25
2,38,45
2,38,22
2,38,23
2,38,9
2,38,5
2,38,1
2,38,12
2,38,4
2,38,31
2,38,0
2,37,2
2,37,21
2,37,25
2,37,45
2,37,22
2,37,23
2,37,9
2,37,5
2,37,1
2,37,12
2,37,4
2,37,31
2,37,0
2,2,21
2,2,25
2,2,45
2,2,22
2,2,23
2,2,9
2,2,5
2,2,1
2,2,12
2,2,4
2,2,31
2,2,0
2,21,25
2,21,45
2,21,22
2,21,23
2,21,9
2,21,5
2,21,1
2,21,12
2,21,4
2,21,31
2,21,0
2,25,45
2,25,22
2,25,23
2,25,9
2,25,5
2,25,1
2,25,12
2,25,4
2,25,31
2,25,0
2,45,22
2,45,23
2,45,9
2,45,5
2,45,1
2,45,12
2,45,4
2,45,31
2,45,0
2,22,23
2,22,9
2,22,5
2,22,1
2,22,12
2,22,4
2,22,31
2,22,0
2,23,9
2,23,5
2,23,1
2,23,12
2,23,4
2,23,31
2,23,0
2,9,5
2,9,1
2,9,12
2,9,4
2,9,31
2,9,0
2,5,1
2,5,12
2,5,4
2,5,31
2,5,0
2,1,12
2,1,4
2,1,31
2,1,0
2,12,4
2,12,31
2,12,0
2,4,31
2,4,0
2,31,0
3,0,24
3,0,27
3,0,6
3,0,31
3,0,37
3,0,30
3,0,22
3,0,44
3,0,13
3,0,19
3,0,40
3,0,39
3,0,47
3,0,21
3,0,34
3,0,9
3,24,27
3,24,6
3,24,31
3,24,37
3,24,30
3,24,22
3,24,44
3,24,13
3,24,19
3,24,40
3,24,39
3,24,47
3,24,21
3,24,34
3,24,9
3,24,0
3,27,6
3,27,31
3,27,37
3,27,30
3,27,22
3,27,44
3,27,13
3,27,19
3,27,40
3,27,39
3,27,47
3,27,21
3,27,34
3,27,9
3,27,0
3,6,31
3,6,37
3,6,30
3,6,22
3,6,44
3,6,13
3,6,19
3,6,40
3,6,39
3,6,47
3,6,21
3,6,34
3,6,9
3,6,0
3,31,37
3,31,30
3,31,22
3,31,44
3,31,13
3,31,19
3,31,40
3,31,39
3,31,47
3,31,21
3,31,34
3,31,9
3,31,0
3,37,30
3,37,22
3,37,44
3,37,13
3,37,19
3,37,40
3,37,39
3,37,47
3,37,21
3,37,34
3,37,9
3,37,0
3,30,22
3,30,44
3,30,13
3,30,19
3,30,40
3,30,39
3,30,47
3,30,21
3,30,34
3,30,9
3,30,0
3,22,44
3,22,13
3,22,19
3,22,40
3,22,39
3,22,47
3,22,21
3,22,34
3,22,9
3,22,0
3,44,13
3,44,19
3,44,40
3,44,39
3,44,47
3,44,21
3,44,34
3,44,9
3,44,0
3,13,19
3,13,40
3,13,39
3,13,47
3,13,21
3,13,34
3,13,9
3,13,0
3,19,40
3,19,39
3,19,47
3,19,21
3,19,34
3,19,9
3,19,0
3,40,39
3,40,47
3,40,21
3,40,34
3,40,9
3,40,0
3,39,47
3,39,21
3,39,34
3,39,9
3,39,0
3,47,21
3,47,34
3,47,9
3,47,0
3,21,34
3,21,9
3,21,0
3,34,9
3,34,0
3,9,0
