區域,起點,終點
0,0,23
0,0,1
0,0,19
0,0,20
0,0,9
0,0,24
0,23,1
0,23,19
0,23,20
0,23,9
0,23,24
0,23,0
0,1,19
0,1,20
0,1,9
0,1,24
0,1,0
0,19,20
0,19,9
0,19,24
0,19,0
0,20,9
0,20,24
0,20,0
0,9,24
0,9,0
0,24,0
1,0,13
1,0,21
1,0,5
1,0,7
1,0,19
1,0,4
1,0,24
1,0,3
1,13,21
1,13,5
1,13,7
1,13,19
1,13,4
1,13,24
1,13,3
1,13,0
1,21,5
1,21,7
1,21,19
1,21,4
1,21,24
1,21,3
1,21,0
1,5,7
1,5,19
1,5,4
1,5,24
1,5,3
1,5,0
1,7,19
1,7,4
1,7,24
1,7,3
1,7,0
1,19,4
1,19,24
1,19,3
1,19,0
1,4,24
1,4,3
1,4,0
1,24,3
1,24,0
1,3,0
2,0,6
2,0,8
2,0,10
2,0,18
2,0,12
2,0,15
2,0,14
2,0,11
2,0,3
2,0,4
2,6,8
2,6,10
2,6,18
2,6,12
2,6,15
2,6,14
2,6,11
2,6,3
2,6,4
2,6,0
2,8,10
2,8,18
2,8,12
2,8,15
2,8,14
2,8,11
2,8,3
2,8,4
2,8,0
2,10,18
2,10,12
2,10,15
2,10,14
2,10,11
2,10,3
2,10,4
2,10,0
2,18,12
2,18,15
2,18,14
2,18,11
2,18,3
2,18,4
2,18,0
2,12,15
2,12,14
2,12,11
2,12,3
2,12,4
2,12,0
2,15,14
2,15,11
2,15,3
2,15,4
2,15,0
2,14,11
2,14,3
2,14,4
2,14,0
2,11,3
2,11,4
2,11,0
2,3,4
2,3,0
2,4,0
3,0,11
3,0,10
3,0,16
3,0,2
3,0,14
3,0,15
3,0,22
3,0,17
3,11,10
3,11,16
3,11,2
3,11,14
3,11,15
3,11,22
3,11,17
3,11,0
3,10,16
3,10,2
3,10,14
3,10,15
3,10,22
3,10,17
3,10,0
3,16,2
3,16,14
3,16,15
3,16,22
3,16,17
3,16,0
3,2,14
3,2,15
3,2,22
3,2,17
3,2,0
3,14,15
3,14,22
3,14,17
3,14,0
3,15,22
3,15,17
3,15,0
3,22,17
3,22,0
3,17,0
