區域,起點,終點
0,0,30
0,0,26
0,0,14
0,0,31
0,0,35
0,0,8
0,0,17
0,0,4
0,0,36
0,30,26
0,30,14
0,30,31
0,30,35
0,30,8
0,30,17
0,30,4
0,30,36
0,30,0
0,26,14
0,26,31
0,26,35
0,26,8
0,26,17
0,26,4
0,26,36
0,26,0
0,14,31
0,14,35
0,14,8
0,14,17
0,14,4
0,14,36
0,14,0
0,31,35
0,31,8
0,31,17
0,31,4
0,31,36
0,31,0
0,35,8
0,35,17
0,35,4
0,35,36
0,35,0
0,8,17
0,8,4
0,8,36
0,8,0
0,17,4
0,17,36
0,17,0
0,4,36
0,4,0
0,36,0
1,0,24
1,0,3
1,0,6
1,0,5
1,0,33
1,0,11
1,0,2
1,0,26
1,0,4
1,0,32
1,0,25
1,0,36
1,24,3
1,24,6
1,24,5
1,24,33
1,24,11
1,24,2
1,24,26
1,24,4
1,24,32
1,24,25
1,24,36
1,24,0
1,3,6
1,3,5
1,3,33
1,3,11
1,3,2
1,3,26
1,3,4
1,3,32
1,3,25
1,3,36
1,3,0
1,6,5
1,6,33
1,6,11
1,6,2
1,6,26
1,6,4
1,6,32
1,6,25
1,6,36
1,6,0
1,5,33
1,5,11
1,5,2
1,5,26
1,5,4
1,5,32
1,5,25
1,5,36
1,5,0
1,33,11
1,33,2
1,33,26
1,33,4
1,33,32
1,33,25
1,33,36
1,33,0
1,11,2
1,11,26
1,11,4
1,11,32
1,11,25
1,11,36
1,11,0
1,2,26
1,2,4
1,2,32
1,2,25
1,2,36
1,2,0
1,26,4
1,26,32
1,26,25
1,26,36
1,26,0
1,4,32
1,4,25
1,4,36
1,4,0
1,32,25
1,32,36
1,32,0
1,25,36
1,25,0
1,36,0
2,0,12
2,0,10
2,0,18
2,0,19
2,0,13
2,0,32
2,0,24
2,0,1
2,0,6
2,0,28
2,0,20
2,0,21
2,0,34
2,0,29
2,0,27
2,12,10
2,12,18
2,12,19
2,12,13
2,12,32
2,12,24
2,12,1
2,12,6
2,12,28
2,12,20
2,12,21
2,12,34
2,12,29
2,12,27
2,12,0
2,10,18
2,10,19
2,10,13
2,10,32
2,10,24
2,10,1
2,10,6
2,10,28
2,10,20
2,10,21
2,10,34
2,10,29
2,10,27
2,10,0
2,18,19
2,18,13
2,18,32
2,18,24
2,18,1
2,18,6
2,18,28
2,18,20
2,18,21
2,18,34
2,18,29
2,18,27
2,18,0
2,19,13
2,19,32
2,19,24
2,19,1
2,19,6
2,19,28
2,19,20
2,19,21
2,19,34
2,19,29
2,19,27
2,19,0
2,13,32
2,13,24
2,13,1
2,13,6
2,13,28
2,13,20
2,13,21
2,13,34
2,13,29
2,13,27
2,13,0
2,32,24
2,32,1
2,32,6
2,32,28
2,32,20
2,32,21
2,32,34
2,32,29
2,32,27
2,32,0
2,24,1
2,24,6
2,24,28
2,24,20
2,24,21
2,24,34
2,24,29
2,24,27
2,24,0
2,1,6
2,1,28
2,1,20
2,1,21
2,1,34
2,1,29
2,1,27
2,1,0
2,6,28
2,6,20
2,6,21
2,6,34
2,6,29
2,6,27
2,6,0
2,28,20
2,28,21
2,28,34
2,28,29
2,28,27
2,28,0
2,20,21
2,20,34
2,20,29
2,20,27
2,20,0
2,21,34
2,21,29
2,21,27
2,21,0
2,34,29
2,34,27
2,34,0
2,29,27
2,29,0
2,27,0
3,0,27
3,0,15
3,0,19
3,0,22
3,0,12
3,0,7
3,0,1
3,0,13
3,0,23
3,0,29
3,0,16
3,0,9
3,27,15
3,27,19
3,27,22
3,27,12
3,27,7
3,27,1
3,27,13
3,27,23
3,27,29
3,27,16
3,27,9
3,27,0
3,15,19
3,15,22
3,15,12
3,15,7
3,15,1
3,15,13
3,15,23
3,15,29
3,15,16
3,15,9
3,15,0
3,19,22
3,19,12
3,19,7
3,19,1
3,19,13
3,19,23
3,19,29
3,19,16
3,19,9
3,19,0
3,22,12
3,22,7
3,22,1
3,22,13
3,22,23
3,22,29
3,22,16
3,22,9
3,22,0
3,12,7
3,12,1
3,12,13
3,12,23
3,12,29
3,12,16
3,12,9
3,12,0
3,7,1
3,7,13
3,7,23
3,7,29
3,7,16
3,7,9
3,7,0
3,1,13
3,1,23
3,1,29
3,1,16
3,1,9
3,1,0
3,13,23
3,13,29
3,13,16
3,13,9
3,13,0
3,23,29
3,23,16
3,23,9
3,23,0
3,29,16
3,29,9
3,29,0
3,16,9
3,16,0
3,9,0
