區域,起點,終點
0,0,10
0,0,8
0,0,14
0,0,15
0,0,9
0,0,3
0,10,8
0,10,14
0,10,15
0,10,9
0,10,3
0,10,0
0,8,14
0,8,15
0,8,9
0,8,3
0,8,0
0,14,15
0,14,9
0,14,3
0,14,0
0,15,9
0,15,3
0,15,0
0,9,3
0,9,0
0,3,0
1,0,19
1,0,20
1,0,4
1,0,10
1,0,11
1,0,9
1,0,5
1,0,13
1,19,20
1,19,4
1,19,10
1,19,11
1,19,9
1,19,5
1,19,13
1,19,0
1,20,4
1,20,10
1,20,11
1,20,9
1,20,5
1,20,13
1,20,0
1,4,10
1,4,11
1,4,9
1,4,5
1,4,13
1,4,0
1,10,11
1,10,9
1,10,5
1,10,13
1,10,0
1,11,9
1,11,5
1,11,13
1,11,0
1,9,5
1,9,13
1,9,0
1,5,13
1,5,0
1,13,0
2,0,19
2,0,13
2,0,18
2,0,12
2,0,2
2,0,23
2,0,21
2,0,22
2,0,17
2,0,24
2,19,13
2,19,18
2,19,12
2,19,2
2,19,23
2,19,21
2,19,22
2,19,17
2,19,24
2,19,0
2,13,18
2,13,12
2,13,2
2,13,23
2,13,21
2,13,22
2,13,17
2,13,24
2,13,0
2,18,12
2,18,2
2,18,23
2,18,21
2,18,22
2,18,17
2,18,24
2,18,0
2,12,2
2,12,23
2,12,21
2,12,22
2,12,17
2,12,24
2,12,0
2,2,23
2,2,21
2,2,22
2,2,17
2,2,24
2,2,0
2,23,21
2,23,22
2,23,17
2,23,24
2,23,0
2,21,22
2,21,17
2,21,24
2,21,0
2,22,17
2,22,24
2,22,0
2,17,24
2,17,0
2,24,0
3,0,2
3,0,17
3,0,24
3,0,1
3,0,6
3,0,18
3,0,7
3,0,16
3,2,17
3,2,24
3,2,1
3,2,6
3,2,18
3,2,7
3,2,16
3,2,0
3,17,24
3,17,1
3,17,6
3,17,18
3,17,7
3,17,16
3,17,0
3,24,1
3,24,6
3,24,18
3,24,7
3,24,16
3,24,0
3,1,6
3,1,18
3,1,7
3,1,16
3,1,0
3,6,18
3,6,7
3,6,16
3,6,0
3,18,7
3,18,16
3,18,0
3,7,16
3,7,0
3,16,0
