區域,起點,終點
0,0,21
0,0,23
0,0,3
0,0,4
0,0,12
0,0,1
0,21,23
0,21,3
0,21,4
0,21,12
0,21,1
0,21,0
0,23,3
0,23,4
0,23,12
0,23,1
0,23,0
0,3,4
0,3,12
0,3,1
0,3,0
0,4,12
0,4,1
0,4,0
0,12,1
0,12,0
0,1,0
1,0,23
1,0,13
1,0,8
1,0,18
1,0,21
1,0,7
1,0,24
1,0,17
1,23,13
1,23,8
1,23,18
1,23,21
1,23,7
1,23,24
1,23,17
1,23,0
1,13,8
1,13,18
1,13,21
1,13,7
1,13,24
1,13,17
1,13,0
1,8,18
1,8,21
1,8,7
1,8,24
1,8,17
1,8,0
1,18,21
1,18,7
1,18,24
1,18,17
1,18,0
1,21,7
1,21,24
1,21,17
1,21,0
1,7,24
1,7,17
1,7,0
1,24,17
1,24,0
1,17,0
2,0,19
2,0,15
2,0,11
2,0,8
2,0,14
2,0,5
2,0,7
2,0,10
2,0,22
2,0,6
2,19,15
2,19,11
2,19,8
2,19,14
2,19,5
2,19,7
2,19,10
2,19,22
2,19,6
2,19,0
2,15,11
2,15,8
2,15,14
2,15,5
2,15,7
2,15,10
2,15,22
2,15,6
2,15,0
2,11,8
2,11,14
2,11,5
2,11,7
2,11,10
2,11,22
2,11,6
2,11,0
2,8,14
2,8,5
2,8,7
2,8,10
2,8,22
2,8,6
2,8,0
2,14,5
2,14,7
2,14,10
2,14,22
2,14,6
2,14,0
2,5,7
2,5,10
2,5,22
2,5,6
2,5,0
2,7,10
2,7,22
2,7,6
2,7,0
2,10,22
2,10,6
2,10,0
2,22,6
2,22,0
2,6,0
3,0,9
3,0,6
3,0,20
3,0,11
3,0,19
3,0,2
3,0,16
3,0,5
3,9,6
3,9,20
3,9,11
3,9,19
3,9,2
3,9,16
3,9,5
3,9,0
3,6,20
3,6,11
3,6,19
3,6,2
3,6,16
3,6,5
3,6,0
3,20,11
3,20,19
3,20,2
3,20,16
3,20,5
3,20,0
3,11,19
3,11,2
3,11,16
3,11,5
3,11,0
3,19,2
3,19,16
3,19,5
3,19,0
3,2,16
3,2,5
3,2,0
3,16,5
3,16,0
3,5,0
