客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
1,1,249000,83,100,30,1,0,0,1,1,1,0
1,2,74844,81,33,28,0,0,0,1,1,0,0
1,3,61824,92,12,56,0,0,1,1,0,0,0
2,1,61824,92,12,56,1,1,0,1,0,1,0
2,2,164820,82,67,30,1,1,0,1,0,0,0
3,1,249000,83,100,30,1,0,0,1,1,1,0
3,2,404544,84,112,43,1,1,1,1,0,0,0
3,3,156978,57,51,54,0,1,1,0,1,1,0
4,1,260820,92,81,35,1,1,0,0,1,1,0
4,2,61824,92,12,56,1,1,1,1,0,1,0
4,3,296946,81,78,47,0,1,1,1,0,0,0
5,1,156978,57,51,54,1,1,1,0,1,1,0
5,2,549976,98,122,46,0,1,0,0,1,1,0
6,1,71896,86,38,22,0,1,0,1,1,0,0
6,2,18975,33,25,23,0,0,1,1,1,0,0
7,1,122400,50,51,48,1,0,0,1,0,0,0
8,1,549976,98,122,46,1,1,1,0,1,0,1
8,2,156978,57,51,54,1,0,1,0,0,0,0
8,3,74844,81,33,28,1,1,1,1,0,0,0
9,1,71896,86,38,22,0,1,1,0,0,0,1
10,1,71896,86,38,22,0,1,0,1,1,1,1
10,2,76140,47,36,45,0,1,1,0,0,0,0
10,3,249000,83,100,30,1,0,1,1,0,0,0
11,1,249660,73,57,60,0,1,0,0,1,1,0
11,2,206752,91,71,32,1,1,0,1,1,1,0
12,1,18975,33,25,23,1,1,0,1,1,0,0
13,1,18975,33,25,23,0,1,1,0,1,0,1
14,1,76140,47,36,45,1,0,1,0,1,1,0
15,1,74844,81,33,28,0,0,1,0,0,1,0
15,2,18975,33,25,23,1,0,0,0,0,1,0
15,3,18975,33,25,23,1,1,1,1,0,1,0
16,1,206752,91,71,32,0,1,1,0,0,1,0
17,1,61824,92,12,56,0,1,1,1,1,1,1
17,2,164820,82,67,30,0,0,0,1,1,0,0
18,1,549976,98,122,46,0,1,0,0,1,1,0
19,1,156978,57,51,54,1,1,1,0,1,1,0
19,2,156978,57,51,54,1,0,0,1,1,1,0
20,1,156978,57,51,54,0,1,1,1,1,1,0
21,1,249660,73,57,60,0,1,1,1,1,0,0
22,1,18975,33,25,23,1,0,0,0,1,1,0
22,2,74844,81,33,28,1,1,1,0,0,1,0
23,1,249660,73,57,60,0,1,0,0,1,0,0
23,2,18975,33,25,23,0,0,0,1,1,0,0
23,3,206752,91,71,32,1,1,0,0,1,1,0
24,1,249660,73,57,60,0,1,1,1,1,0,1
24,2,71896,86,38,22,0,1,1,1,0,1,0
25,1,296946,81,78,47,1,1,0,1,1,1,0
25,2,18975,33,25,23,1,1,0,0,1,1,0
26,1,156978,57,51,54,1,1,1,0,1,1,0
26,2,61824,92,12,56,0,0,0,1,0,0,0
27,1,260820,92,81,35,1,0,1,0,0,0,1
27,2,76140,47,36,45,1,0,0,1,1,1,0
27,3,71896,86,38,22,1,1,0,1,1,1,0
28,1,93600,40,39,60,1,1,1,1,0,1,0
28,2,156978,57,51,54,0,1,1,0,1,0,0
29,1,76140,47,36,45,0,0,1,1,0,0,0
29,2,296946,81,78,47,1,1,0,1,1,0,0
30,1,122400,50,51,48,1,1,0,1,0,0,0
31,1,549976,98,122,46,0,1,1,1,0,0,1
32,1,122400,50,51,48,0,0,1,1,0,0,1
32,2,249000,83,100,30,1,0,0,1,1,0,0
33,1,156978,57,51,54,0,0,0,1,1,0,0
33,2,74844,81,33,28,1,1,1,0,1,1,0
34,1,249660,73,57,60,1,1,0,1,1,1,1
34,2,296946,81,78,47,0,0,1,0,0,1,0
35,1,122400,50,51,48,1,1,1,0,1,1,1
35,2,206752,91,71,32,1,1,1,1,1,0,0
35,3,61824,92,12,56,0,0,1,1,0,1,0
36,1,122400,50,51,48,1,1,1,0,1,0,0
36,2,296946,81,78,47,0,0,1,0,0,1,1
37,1,404544,84,112,43,1,0,1,0,1,1,0
37,2,249660,73,57,60,1,0,0,0,0,1,0
37,3,206752,91,71,32,0,0,1,0,1,0,0
38,1,164820,82,67,30,1,1,1,1,1,1,0
39,1,404544,84,112,43,0,0,1,0,1,0,0
39,2,76140,47,36,45,1,0,1,0,1,1,0
39,3,61824,92,12,56,1,1,1,1,0,1,1
40,1,18975,33,25,23,1,1,0,1,1,1,0
40,2,260820,92,81,35,1,1,1,0,1,1,0
41,1,249660,73,57,60,1,1,1,0,1,1,0
41,2,76140,47,36,45,0,1,0,1,1,0,0
