區域,起點,終點
0,0,79
0,0,42
0,0,31
0,0,67
0,0,16
0,0,59
0,0,66
0,0,19
0,0,20
0,0,23
0,0,33
0,0,56
0,0,74
0,0,78
0,0,39
0,0,29
0,0,80
0,0,44
0,0,27
0,0,58
0,0,18
0,79,42
0,79,31
0,79,67
0,79,16
0,79,59
0,79,66
0,79,19
0,79,20
0,79,23
0,79,33
0,79,56
0,79,74
0,79,78
0,79,39
0,79,29
0,79,80
0,79,44
0,79,27
0,79,58
0,79,18
0,79,0
0,42,31
0,42,67
0,42,16
0,42,59
0,42,66
0,42,19
0,42,20
0,42,23
0,42,33
0,42,56
0,42,74
0,42,78
0,42,39
0,42,29
0,42,80
0,42,44
0,42,27
0,42,58
0,42,18
0,42,0
0,31,67
0,31,16
0,31,59
0,31,66
0,31,19
0,31,20
0,31,23
0,31,33
0,31,56
0,31,74
0,31,78
0,31,39
0,31,29
0,31,80
0,31,44
0,31,27
0,31,58
0,31,18
0,31,0
0,67,16
0,67,59
0,67,66
0,67,19
0,67,20
0,67,23
0,67,33
0,67,56
0,67,74
0,67,78
0,67,39
0,67,29
0,67,80
0,67,44
0,67,27
0,67,58
0,67,18
0,67,0
0,16,59
0,16,66
0,16,19
0,16,20
0,16,23
0,16,33
0,16,56
0,16,74
0,16,78
0,16,39
0,16,29
0,16,80
0,16,44
0,16,27
0,16,58
0,16,18
0,16,0
0,59,66
0,59,19
0,59,20
0,59,23
0,59,33
0,59,56
0,59,74
0,59,78
0,59,39
0,59,29
0,59,80
0,59,44
0,59,27
0,59,58
0,59,18
0,59,0
0,66,19
0,66,20
0,66,23
0,66,33
0,66,56
0,66,74
0,66,78
0,66,39
0,66,29
0,66,80
0,66,44
0,66,27
0,66,58
0,66,18
0,66,0
0,19,20
0,19,23
0,19,33
0,19,56
0,19,74
0,19,78
0,19,39
0,19,29
0,19,80
0,19,44
0,19,27
0,19,58
0,19,18
0,19,0
0,20,23
0,20,33
0,20,56
0,20,74
0,20,78
0,20,39
0,20,29
0,20,80
0,20,44
0,20,27
0,20,58
0,20,18
0,20,0
0,23,33
0,23,56
0,23,74
0,23,78
0,23,39
0,23,29
0,23,80
0,23,44
0,23,27
0,23,58
0,23,18
0,23,0
0,33,56
0,33,74
0,33,78
0,33,39
0,33,29
0,33,80
0,33,44
0,33,27
0,33,58
0,33,18
0,33,0
0,56,74
0,56,78
0,56,39
0,56,29
0,56,80
0,56,44
0,56,27
0,56,58
0,56,18
0,56,0
0,74,78
0,74,39
0,74,29
0,74,80
0,74,44
0,74,27
0,74,58
0,74,18
0,74,0
0,78,39
0,78,29
0,78,80
0,78,44
0,78,27
0,78,58
0,78,18
0,78,0
0,39,29
0,39,80
0,39,44
0,39,27
0,39,58
0,39,18
0,39,0
0,29,80
0,29,44
0,29,27
0,29,58
0,29,18
0,29,0
0,80,44
0,80,27
0,80,58
0,80,18
0,80,0
0,44,27
0,44,58
0,44,18
0,44,0
0,27,58
0,27,18
0,27,0
0,58,18
0,58,0
0,18,0
1,0,11
1,0,15
1,0,70
1,0,21
1,0,18
1,0,22
1,0,16
1,0,63
1,0,75
1,0,47
1,0,44
1,0,8
1,0,50
1,0,9
1,0,43
1,0,13
1,0,67
1,0,48
1,0,34
1,0,76
1,0,35
1,0,55
1,0,23
1,0,25
1,0,84
1,0,80
1,0,78
1,0,69
1,11,15
1,11,70
1,11,21
1,11,18
1,11,22
1,11,16
1,11,63
1,11,75
1,11,47
1,11,44
1,11,8
1,11,50
1,11,9
1,11,43
1,11,13
1,11,67
1,11,48
1,11,34
1,11,76
1,11,35
1,11,55
1,11,23
1,11,25
1,11,84
1,11,80
1,11,78
1,11,69
1,11,0
1,15,70
1,15,21
1,15,18
1,15,22
1,15,16
1,15,63
1,15,75
1,15,47
1,15,44
1,15,8
1,15,50
1,15,9
1,15,43
1,15,13
1,15,67
1,15,48
1,15,34
1,15,76
1,15,35
1,15,55
1,15,23
1,15,25
1,15,84
1,15,80
1,15,78
1,15,69
1,15,0
1,70,21
1,70,18
1,70,22
1,70,16
1,70,63
1,70,75
1,70,47
1,70,44
1,70,8
1,70,50
1,70,9
1,70,43
1,70,13
1,70,67
1,70,48
1,70,34
1,70,76
1,70,35
1,70,55
1,70,23
1,70,25
1,70,84
1,70,80
1,70,78
1,70,69
1,70,0
1,21,18
1,21,22
1,21,16
1,21,63
1,21,75
1,21,47
1,21,44
1,21,8
1,21,50
1,21,9
1,21,43
1,21,13
1,21,67
1,21,48
1,21,34
1,21,76
1,21,35
1,21,55
1,21,23
1,21,25
1,21,84
1,21,80
1,21,78
1,21,69
