區域,起點,終點
0,0,21
0,0,8
0,0,14
0,0,16
0,0,4
0,0,20
0,21,8
0,21,14
0,21,16
0,21,4
0,21,20
0,21,0
0,8,14
0,8,16
0,8,4
0,8,20
0,8,0
0,14,16
0,14,4
0,14,20
0,14,0
0,16,4
0,16,20
0,16,0
0,4,20
0,4,0
0,20,0
1,0,24
1,0,10
1,0,2
1,0,14
1,0,3
1,0,16
1,0,17
1,0,22
1,24,10
1,24,2
1,24,14
1,24,3
1,24,16
1,24,17
1,24,22
1,24,0
1,10,2
1,10,14
1,10,3
1,10,16
1,10,17
1,10,22
1,10,0
1,2,14
1,2,3
1,2,16
1,2,17
1,2,22
1,2,0
1,14,3
1,14,16
1,14,17
1,14,22
1,14,0
1,3,16
1,3,17
1,3,22
1,3,0
1,16,17
1,16,22
1,16,0
1,17,22
1,17,0
1,22,0
2,0,11
2,0,12
2,0,2
2,0,7
2,0,9
2,0,15
2,0,17
2,0,1
2,0,13
2,0,18
2,11,12
2,11,2
2,11,7
2,11,9
2,11,15
2,11,17
2,11,1
2,11,13
2,11,18
2,11,0
2,12,2
2,12,7
2,12,9
2,12,15
2,12,17
2,12,1
2,12,13
2,12,18
2,12,0
2,2,7
2,2,9
2,2,15
2,2,17
2,2,1
2,2,13
2,2,18
2,2,0
2,7,9
2,7,15
2,7,17
2,7,1
2,7,13
2,7,18
2,7,0
2,9,15
2,9,17
2,9,1
2,9,13
2,9,18
2,9,0
2,15,17
2,15,1
2,15,13
2,15,18
2,15,0
2,17,1
2,17,13
2,17,18
2,17,0
2,1,13
2,1,18
2,1,0
2,13,18
2,13,0
2,18,0
3,0,18
3,0,6
3,0,1
3,0,23
3,0,12
3,0,13
3,0,5
3,0,19
3,18,6
3,18,1
3,18,23
3,18,12
3,18,13
3,18,5
3,18,19
3,18,0
3,6,1
3,6,23
3,6,12
3,6,13
3,6,5
3,6,19
3,6,0
3,1,23
3,1,12
3,1,13
3,1,5
3,1,19
3,1,0
3,23,12
3,23,13
3,23,5
3,23,19
3,23,0
3,12,13
3,12,5
3,12,19
3,12,0
3,13,5
3,13,19
3,13,0
3,5,19
3,5,0
3,19,0
