區域,起點,終點
0,0,1
0,0,4
0,0,13
0,0,9
0,0,6
0,0,22
0,1,4
0,1,13
0,1,9
0,1,6
0,1,22
0,1,0
0,4,13
0,4,9
0,4,6
0,4,22
0,4,0
0,13,9
0,13,6
0,13,22
0,13,0
0,9,6
0,9,22
0,9,0
0,6,22
0,6,0
0,22,0
1,0,1
1,0,21
1,0,10
1,0,9
1,0,5
1,0,16
1,0,2
1,0,7
1,1,21
1,1,10
1,1,9
1,1,5
1,1,16
1,1,2
1,1,7
1,1,0
1,21,10
1,21,9
1,21,5
1,21,16
1,21,2
1,21,7
1,21,0
1,10,9
1,10,5
1,10,16
1,10,2
1,10,7
1,10,0
1,9,5
1,9,16
1,9,2
1,9,7
1,9,0
1,5,16
1,5,2
1,5,7
1,5,0
1,16,2
1,16,7
1,16,0
1,2,7
1,2,0
1,7,0
2,0,7
2,0,12
2,0,5
2,0,23
2,0,14
2,0,19
2,0,11
2,0,3
2,0,24
2,0,18
2,7,12
2,7,5
2,7,23
2,7,14
2,7,19
2,7,11
2,7,3
2,7,24
2,7,18
2,7,0
2,12,5
2,12,23
2,12,14
2,12,19
2,12,11
2,12,3
2,12,24
2,12,18
2,12,0
2,5,23
2,5,14
2,5,19
2,5,11
2,5,3
2,5,24
2,5,18
2,5,0
2,23,14
2,23,19
2,23,11
2,23,3
2,23,24
2,23,18
2,23,0
2,14,19
2,14,11
2,14,3
2,14,24
2,14,18
2,14,0
2,19,11
2,19,3
2,19,24
2,19,18
2,19,0
2,11,3
2,11,24
2,11,18
2,11,0
2,3,24
2,3,18
2,3,0
2,24,18
2,24,0
2,18,0
3,0,18
3,0,23
3,0,3
3,0,24
3,0,8
3,0,15
3,0,17
3,0,20
3,18,23
3,18,3
3,18,24
3,18,8
3,18,15
3,18,17
3,18,20
3,18,0
3,23,3
3,23,24
3,23,8
3,23,15
3,23,17
3,23,20
3,23,0
3,3,24
3,3,8
3,3,15
3,3,17
3,3,20
3,3,0
3,24,8
3,24,15
3,24,17
3,24,20
3,24,0
3,8,15
3,8,17
3,8,20
3,8,0
3,15,17
3,15,20
3,15,0
3,17,20
3,17,0
3,20,0
