區域,起點,終點
0,0,12
0,0,24
0,0,14
0,0,6
0,0,5
0,0,22
0,12,24
0,12,14
0,12,6
0,12,5
0,12,22
0,12,0
0,24,14
0,24,6
0,24,5
0,24,22
0,24,0
0,14,6
0,14,5
0,14,22
0,14,0
0,6,5
0,6,22
0,6,0
0,5,22
0,5,0
0,22,0
1,0,17
1,0,18
1,0,14
1,0,10
1,0,4
1,0,23
1,0,15
1,0,6
1,17,18
1,17,14
1,17,10
1,17,4
1,17,23
1,17,15
1,17,6
1,17,0
1,18,14
1,18,10
1,18,4
1,18,23
1,18,15
1,18,6
1,18,0
1,14,10
1,14,4
1,14,23
1,14,15
1,14,6
1,14,0
1,10,4
1,10,23
1,10,15
1,10,6
1,10,0
1,4,23
1,4,15
1,4,6
1,4,0
1,23,15
1,23,6
1,23,0
1,15,6
1,15,0
1,6,0
2,0,16
2,0,11
2,0,18
2,0,7
2,0,19
2,0,1
2,0,9
2,0,13
2,0,4
2,0,2
2,16,11
2,16,18
2,16,7
2,16,19
2,16,1
2,16,9
2,16,13
2,16,4
2,16,2
2,16,0
2,11,18
2,11,7
2,11,19
2,11,1
2,11,9
2,11,13
2,11,4
2,11,2
2,11,0
2,18,7
2,18,19
2,18,1
2,18,9
2,18,13
2,18,4
2,18,2
2,18,0
2,7,19
2,7,1
2,7,9
2,7,13
2,7,4
2,7,2
2,7,0
2,19,1
2,19,9
2,19,13
2,19,4
2,19,2
2,19,0
2,1,9
2,1,13
2,1,4
2,1,2
2,1,0
2,9,13
2,9,4
2,9,2
2,9,0
2,13,4
2,13,2
2,13,0
2,4,2
2,4,0
2,2,0
3,0,11
3,0,1
3,0,3
3,0,21
3,0,8
3,0,7
3,0,20
3,0,19
3,11,1
3,11,3
3,11,21
3,11,8
3,11,7
3,11,20
3,11,19
3,11,0
3,1,3
3,1,21
3,1,8
3,1,7
3,1,20
3,1,19
3,1,0
3,3,21
3,3,8
3,3,7
3,3,20
3,3,19
3,3,0
3,21,8
3,21,7
3,21,20
3,21,19
3,21,0
3,8,7
3,8,20
3,8,19
3,8,0
3,7,20
3,7,19
3,7,0
3,20,19
3,20,0
3,19,0
