區域,起點,終點
0,0,17
0,0,27
0,0,8
0,0,7
0,0,20
0,0,30
0,0,35
0,0,22
0,0,5
0,17,27
0,17,8
0,17,7
0,17,20
0,17,30
0,17,35
0,17,22
0,17,5
0,17,0
0,27,8
0,27,7
0,27,20
0,27,30
0,27,35
0,27,22
0,27,5
0,27,0
0,8,7
0,8,20
0,8,30
0,8,35
0,8,22
0,8,5
0,8,0
0,7,20
0,7,30
0,7,35
0,7,22
0,7,5
0,7,0
0,20,30
0,20,35
0,20,22
0,20,5
0,20,0
0,30,35
0,30,22
0,30,5
0,30,0
0,35,22
0,35,5
0,35,0
0,22,5
0,22,0
0,5,0
1,0,35
1,0,18
1,0,10
1,0,25
1,0,17
1,0,31
1,0,9
1,0,30
1,0,16
1,0,29
1,0,32
1,0,12
1,35,18
1,35,10
1,35,25
1,35,17
1,35,31
1,35,9
1,35,30
1,35,16
1,35,29
1,35,32
1,35,12
1,35,0
1,18,10
1,18,25
1,18,17
1,18,31
1,18,9
1,18,30
1,18,16
1,18,29
1,18,32
1,18,12
1,18,0
1,10,25
1,10,17
1,10,31
1,10,9
1,10,30
1,10,16
1,10,29
1,10,32
1,10,12
1,10,0
1,25,17
1,25,31
1,25,9
1,25,30
1,25,16
1,25,29
1,25,32
1,25,12
1,25,0
1,17,31
1,17,9
1,17,30
1,17,16
1,17,29
1,17,32
1,17,12
1,17,0
1,31,9
1,31,30
1,31,16
1,31,29
1,31,32
1,31,12
1,31,0
1,9,30
1,9,16
1,9,29
1,9,32
1,9,12
1,9,0
1,30,16
1,30,29
1,30,32
1,30,12
1,30,0
1,16,29
1,16,32
1,16,12
1,16,0
1,29,32
1,29,12
1,29,0
1,32,12
1,32,0
1,12,0
2,0,14
2,0,11
2,0,23
2,0,33
2,0,31
2,0,24
2,0,26
2,0,28
2,0,4
2,0,21
2,0,1
2,0,29
2,0,15
2,0,18
2,0,19
2,14,11
2,14,23
2,14,33
2,14,31
2,14,24
2,14,26
2,14,28
2,14,4
2,14,21
2,14,1
2,14,29
2,14,15
2,14,18
2,14,19
2,14,0
2,11,23
2,11,33
2,11,31
2,11,24
2,11,26
2,11,28
2,11,4
2,11,21
2,11,1
2,11,29
2,11,15
2,11,18
2,11,19
2,11,0
2,23,33
2,23,31
2,23,24
2,23,26
2,23,28
2,23,4
2,23,21
2,23,1
2,23,29
2,23,15
2,23,18
2,23,19
2,23,0
2,33,31
2,33,24
2,33,26
2,33,28
2,33,4
2,33,21
2,33,1
2,33,29
2,33,15
2,33,18
2,33,19
2,33,0
2,31,24
2,31,26
2,31,28
2,31,4
2,31,21
2,31,1
2,31,29
2,31,15
2,31,18
2,31,19
2,31,0
2,24,26
2,24,28
2,24,4
2,24,21
2,24,1
2,24,29
2,24,15
2,24,18
2,24,19
2,24,0
2,26,28
2,26,4
2,26,21
2,26,1
2,26,29
2,26,15
2,26,18
2,26,19
2,26,0
2,28,4
2,28,21
2,28,1
2,28,29
2,28,15
2,28,18
2,28,19
2,28,0
2,4,21
2,4,1
2,4,29
2,4,15
2,4,18
2,4,19
2,4,0
2,21,1
2,21,29
2,21,15
2,21,18
2,21,19
2,21,0
2,1,29
2,1,15
2,1,18
2,1,19
2,1,0
2,29,15
2,29,18
2,29,19
2,29,0
2,15,18
2,15,19
2,15,0
2,18,19
2,18,0
2,19,0
3,0,6
3,0,14
3,0,4
3,0,3
3,0,34
3,0,24
3,0,13
3,0,2
3,0,36
3,0,28
3,0,15
3,0,11
3,6,14
3,6,4
3,6,3
3,6,34
3,6,24
3,6,13
3,6,2
3,6,36
3,6,28
3,6,15
3,6,11
3,6,0
3,14,4
3,14,3
3,14,34
3,14,24
3,14,13
3,14,2
3,14,36
3,14,28
3,14,15
3,14,11
3,14,0
3,4,3
3,4,34
3,4,24
3,4,13
3,4,2
3,4,36
3,4,28
3,4,15
3,4,11
3,4,0
3,3,34
3,3,24
3,3,13
3,3,2
3,3,36
3,3,28
3,3,15
3,3,11
3,3,0
3,34,24
3,34,13
3,34,2
3,34,36
3,34,28
3,34,15
3,34,11
3,34,0
3,24,13
3,24,2
3,24,36
3,24,28
3,24,15
3,24,11
3,24,0
3,13,2
3,13,36
3,13,28
3,13,15
3,13,11
3,13,0
3,2,36
3,2,28
3,2,15
3,2,11
3,2,0
3,36,28
3,36,15
3,36,11
3,36,0
3,28,15
3,28,11
3,28,0
3,15,11
3,15,0
3,11,0
