客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
1,1,404544,84,112,43,0,0,1,1,0,1,1
2,1,404544,84,112,43,0,0,1,1,0,0,0
2,2,164820,82,67,30,1,0,1,0,1,1,0
3,1,74844,81,33,28,1,0,1,1,1,1,0
4,1,164820,82,67,30,1,0,1,0,1,0,0
5,1,93600,40,39,60,1,0,1,1,1,0,0
5,2,93600,40,39,60,0,1,1,1,1,1,0
6,1,156978,57,51,54,1,1,1,0,0,0,0
6,2,74844,81,33,28,0,1,1,1,1,1,0
7,1,156978,57,51,54,0,1,1,0,0,1,0
7,2,549976,98,122,46,1,0,0,1,0,1,0
8,1,18975,33,25,23,0,1,1,1,0,0,0
9,1,61824,92,12,56,1,0,0,1,0,0,0
9,2,249000,83,100,30,1,1,1,0,1,1,0
9,3,76140,47,36,45,0,1,1,1,0,1,0
10,1,156978,57,51,54,1,0,0,0,0,1,1
10,2,74844,81,33,28,1,0,1,1,0,0,0
10,3,122400,50,51,48,0,0,0,0,1,1,0
11,1,76140,47,36,45,0,1,1,0,1,1,0
11,2,249000,83,100,30,1,0,1,1,0,1,0
11,3,18975,33,25,23,1,1,1,0,1,1,0
12,1,164820,82,67,30,1,1,1,1,1,1,0
13,1,156978,57,51,54,1,1,0,1,1,1,0
13,2,76140,47,36,45,1,0,1,1,0,0,0
14,1,296946,81,78,47,1,1,1,0,1,1,0
14,2,71896,86,38,22,0,1,0,1,1,1,1
14,3,206752,91,71,32,1,1,0,1,0,0,0
15,1,122400,50,51,48,0,1,0,1,0,1,0
15,2,296946,81,78,47,0,1,1,0,0,1,0
16,1,249000,83,100,30,1,1,1,0,1,1,1
17,1,93600,40,39,60,1,1,0,0,0,1,0
17,2,93600,40,39,60,1,0,1,0,0,1,0
18,1,164820,82,67,30,0,0,1,0,0,1,0
19,1,18975,33,25,23,0,1,1,1,0,1,0
20,1,76140,47,36,45,1,0,1,1,1,1,0
20,2,249000,83,100,30,0,1,1,1,1,1,0
20,3,71896,86,38,22,0,0,1,0,1,1,0
21,1,249000,83,100,30,0,0,1,0,1,1,0
22,1,76140,47,36,45,0,1,0,0,0,0,0
23,1,249000,83,100,30,0,1,1,1,1,1,0
23,2,260820,92,81,35,0,0,1,1,1,0,0
24,1,18975,33,25,23,0,0,1,0,1,0,0
24,2,93600,40,39,60,1,0,0,1,0,0,0
24,3,164820,82,67,30,0,0,1,0,0,0,0
25,1,71896,86,38,22,0,0,0,1,1,0,1
25,2,74844,81,33,28,0,1,1,1,1,1,0
26,1,74844,81,33,28,1,1,0,0,0,1,0
26,2,404544,84,112,43,1,0,0,0,1,1,0
27,1,249660,73,57,60,1,1,0,0,1,1,0
28,1,164820,82,67,30,0,1,1,1,1,0,0
28,2,74844,81,33,28,1,0,1,0,0,1,1
28,3,18975,33,25,23,1,0,1,0,0,0,0
29,1,260820,92,81,35,0,0,0,1,0,1,1
30,1,249000,83,100,30,0,1,1,0,1,1,0
30,2,249660,73,57,60,1,1,0,1,0,0,0
31,1,404544,84,112,43,1,0,0,1,1,1,1
31,2,164820,82,67,30,1,1,0,1,0,1,0
32,1,296946,81,78,47,1,1,1,1,0,0,1
32,2,296946,81,78,47,1,0,0,1,1,0,0
33,1,122400,50,51,48,1,1,1,1,1,1,0
33,2,74844,81,33,28,1,1,1,1,0,1,0
33,3,61824,92,12,56,0,1,1,0,0,0,0
34,1,76140,47,36,45,1,1,1,1,0,0,1
35,1,260820,92,81,35,1,1,1,0,1,1,0
35,2,156978,57,51,54,1,1,0,1,1,0,1
36,1,76140,47,36,45,1,1,1,0,1,1,0
