客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
1,1,164820,82,67,30,0,1,1,1,0,0,0
2,1,93600,40,39,60,1,1,0,1,0,0,0
2,2,404544,84,112,43,0,0,0,1,0,1,0
3,1,549976,98,122,46,0,1,0,0,0,1,0
3,2,74844,81,33,28,0,0,0,0,1,1,0
3,3,206752,91,71,32,1,0,1,1,1,0,1
4,1,404544,84,112,43,1,0,1,0,1,1,1
4,2,61824,92,12,56,1,1,1,0,1,0,0
4,3,156978,57,51,54,1,1,1,0,1,0,0
5,1,93600,40,39,60,1,1,0,0,1,1,0
5,2,549976,98,122,46,1,1,0,1,1,1,1
6,1,74844,81,33,28,0,1,0,0,0,1,1
6,2,260820,92,81,35,0,0,0,1,1,0,0
7,1,206752,91,71,32,1,1,1,1,0,0,0
7,2,164820,82,67,30,1,1,1,1,0,1,0
7,3,76140,47,36,45,1,1,1,1,0,0,1
8,1,206752,91,71,32,0,1,1,1,1,1,0
8,2,74844,81,33,28,1,0,1,1,1,1,0
8,3,260820,92,81,35,1,0,0,1,1,0,0
9,1,296946,81,78,47,0,1,1,0,0,0,1
9,2,156978,57,51,54,0,0,1,1,0,0,0
9,3,404544,84,112,43,1,0,1,1,0,1,0
10,1,71896,86,38,22,1,0,1,0,1,1,0
10,2,71896,86,38,22,1,0,1,0,0,1,0
11,1,249000,83,100,30,0,1,1,1,1,0,0
11,2,296946,81,78,47,1,0,1,1,1,1,0
12,1,404544,84,112,43,1,1,0,0,1,1,0
12,2,74844,81,33,28,1,0,1,0,1,0,0
12,3,164820,82,67,30,0,1,0,1,1,0,0
13,1,71896,86,38,22,1,0,0,1,1,1,0
13,2,206752,91,71,32,1,0,1,1,0,1,0
13,3,164820,82,67,30,1,1,1,1,1,0,1
14,1,76140,47,36,45,1,0,0,1,1,0,1
14,2,249000,83,100,30,0,1,0,1,0,0,0
14,3,260820,92,81,35,1,1,0,0,0,1,0
15,1,260820,92,81,35,1,1,1,0,0,0,0
16,1,74844,81,33,28,0,0,0,1,1,0,0
16,2,76140,47,36,45,1,1,1,0,1,1,0
17,1,549976,98,122,46,0,1,0,1,0,0,0
17,2,156978,57,51,54,0,1,1,1,1,1,0
18,1,206752,91,71,32,0,0,0,1,0,1,0
18,2,122400,50,51,48,1,1,0,1,1,1,1
19,1,549976,98,122,46,1,1,1,1,1,1,0
20,1,206752,91,71,32,1,0,1,0,0,1,0
21,1,404544,84,112,43,0,0,1,1,0,1,0
21,2,296946,81,78,47,0,1,1,1,1,0,0
22,1,296946,81,78,47,0,1,1,1,1,1,0
22,2,206752,91,71,32,0,0,1,1,1,1,0
23,1,61824,92,12,56,0,0,0,0,0,1,0
23,2,122400,50,51,48,0,0,1,0,0,0,0
23,3,549976,98,122,46,0,1,1,0,0,0,0
24,1,260820,92,81,35,0,0,0,1,1,1,1
24,2,76140,47,36,45,0,0,1,1,0,0,0
25,1,122400,50,51,48,0,1,0,1,1,0,0
26,1,71896,86,38,22,0,1,1,1,0,1,0
27,1,61824,92,12,56,0,0,1,1,0,1,0
27,2,93600,40,39,60,1,1,0,1,1,0,0
27,3,296946,81,78,47,1,0,0,1,1,0,1
28,1,93600,40,39,60,1,1,0,1,0,1,1
29,1,260820,92,81,35,1,0,1,1,0,1,0
30,1,76140,47,36,45,0,1,1,0,1,0,1
31,1,249000,83,100,30,1,0,0,1,1,0,1
31,2,71896,86,38,22,1,0,1,0,1,0,0
31,3,549976,98,122,46,1,0,1,1,0,1,0
32,1,249000,83,100,30,1,0,0,0,1,1,0
32,2,296946,81,78,47,0,1,0,0,1,1,0
32,3,71896,86,38,22,1,1,1,1,1,1,0
33,1,156978,57,51,54,0,0,0,1,0,0,1
33,2,93600,40,39,60,0,0,0,0,1,1,1
33,3,93600,40,39,60,0,1,1,0,1,1,0
34,1,61824,92,12,56,0,0,0,1,1,0,1
34,2,18975,33,25,23,1,1,1,1,1,1,0
35,1,71896,86,38,22,0,1,1,0,1,1,0
35,2,549976,98,122,46,1,1,1,1,0,1,0
36,1,76140,47,36,45,1,1,0,0,1,0,0
36,2,249660,73,57,60,1,0,0,1,1,0,0
37,1,206752,91,71,32,1,0,0,0,0,1,0
37,2,249000,83,100,30,0,0,1,1,1,0,0
38,1,249000,83,100,30,0,0,0,0,0,1,0
38,2,61824,92,12,56,1,1,0,0,0,1,0
39,1,76140,47,36,45,0,1,0,1,1,1,0
39,2,260820,92,81,35,1,1,1,0,0,1,0
40,1,93600,40,39,60,0,1,0,1,0,0,0
41,1,164820,82,67,30,0,1,0,1,1,1,1
42,1,93600,40,39,60,1,1,1,1,1,1,1
42,2,61824,92,12,56,0,1,1,1,1,0,1
43,1,404544,84,112,43,1,1,1,1,1,0,1
44,1,404544,84,112,43,0,1,0,1,1,0,0
44,2,18975,33,25,23,0,0,0,0,1,1,0
45,1,260820,92,81,35,0,1,1,0,0,1,0
45,2,549976,98,122,46,1,0,1,0,0,1,0
45,3,156978,57,51,54,1,1,0,0,0,0,0
46,1,76140,47,36,45,1,0,1,0,1,1,0
47,1,156978,57,51,54,1,1,0,1,1,0,0
48,1,404544,84,112,43,1,0,0,1,1,0,1
48,2,260820,92,81,35,1,1,1,0,0,1,0
48,3,249000,83,100,30,1,1,1,0,1,0,0
49,1,249660,73,57,60,1,0,1,0,0,1,0
50,1,122400,50,51,48,1,1,0,0,0,0,0
51,1,74844,81,33,28,0,1,1,0,1,0,0
51,2,206752,91,71,32,0,1,0,0,1,1,0
51,3,249000,83,100,30,1,0,0,1,0,1,0
52,1,71896,86,38,22,0,1,1,1,0,0,0
52,2,71896,86,38,22,0,1,1,0,1,0,1
52,3,549976,98,122,46,1,0,1,1,1,1,0
53,1,549976,98,122,46,0,1,0,1,0,0,1
54,1,260820,92,81,35,1,0,1,1,1,0,0
54,2,206752,91,71,32,1,0,0,1,1,1,1
54,3,549976,98,122,46,1,0,0,1,1,1,1
55,1,18975,33,25,23,0,1,1,1,0,1,0
56,1,122400,50,51,48,0,1,1,0,1,0,0
56,2,122400,50,51,48,1,0,0,1,1,0,0
57,1,206752,91,71,32,0,1,0,1,1,0,1
58,1,164820,82,67,30,1,1,1,0,1,0,0
59,1,164820,82,67,30,0,1,0,0,0,1,0
60,1,249660,73,57,60,0,1,0,1,1,0,1
60,2,122400,50,51,48,1,0,0,1,1,1,0
60,3,156978,57,51,54,1,1,0,1,0,0,1
61,1,249660,73,57,60,0,0,1,1,1,0,0
61,2,93600,40,39,60,1,0,0,0,1,1,0
62,1,71896,86,38,22,0,0,0,0,1,1,0
62,2,404544,84,112,43,1,0,0,0,0,0,1
63,1,71896,86,38,22,0,1,1,0,0,1,0
63,2,260820,92,81,35,1,1,0,0,1,0,0
63,3,249000,83,100,30,1,1,1,1,1,0,0
64,1,549976,98,122,46,1,1,0,0,0,1,0
65,1,249660,73,57,60,0,1,0,1,1,1,1
65,2,122400,50,51,48,1,1,0,1,0,0,0
66,1,71896,86,38,22,1,1,1,1,0,0,1
67,1,18975,33,25,23,1,0,1,1,1,1,0
67,2,156978,57,51,54,0,1,0,0,1,1,0
68,1,206752,91,71,32,1,1,0,0,1,1,0
68,2,71896,86,38,22,1,0,1,0,1,0,0
68,3,549976,98,122,46,0,1,1,1,0,0,1
69,1,164820,82,67,30,0,0,1,0,1,1,0
70,1,71896,86,38,22,1,1,0,1,0,1,0
71,1,74844,81,33,28,1,0,1,1,0,0,0
72,1,156978,57,51,54,0,0,0,0,1,1,0
