區域,起點,終點
0,0,31
0,0,39
0,0,36
0,0,14
0,0,21
0,0,17
0,0,48
0,0,41
0,0,26
0,0,40
0,0,45
0,0,16
0,31,39
0,31,36
0,31,14
0,31,21
0,31,17
0,31,48
0,31,41
0,31,26
0,31,40
0,31,45
0,31,16
0,31,0
0,39,36
0,39,14
0,39,21
0,39,17
0,39,48
0,39,41
0,39,26
0,39,40
0,39,45
0,39,16
0,39,0
0,36,14
0,36,21
0,36,17
0,36,48
0,36,41
0,36,26
0,36,40
0,36,45
0,36,16
0,36,0
0,14,21
0,14,17
0,14,48
0,14,41
0,14,26
0,14,40
0,14,45
0,14,16
0,14,0
0,21,17
0,21,48
0,21,41
0,21,26
0,21,40
0,21,45
0,21,16
0,21,0
0,17,48
0,17,41
0,17,26
0,17,40
0,17,45
0,17,16
0,17,0
0,48,41
0,48,26
0,48,40
0,48,45
0,48,16
0,48,0
0,41,26
0,41,40
0,41,45
0,41,16
0,41,0
0,26,40
0,26,45
0,26,16
0,26,0
0,40,45
0,40,16
0,40,0
0,45,16
0,45,0
0,16,0
1,0,44
1,0,33
1,0,42
1,0,18
1,0,37
1,0,28
1,0,31
1,0,4
1,0,41
1,0,8
1,0,34
1,0,38
1,0,43
1,0,36
1,0,27
1,0,40
1,44,33
1,44,42
1,44,18
1,44,37
1,44,28
1,44,31
1,44,4
1,44,41
1,44,8
1,44,34
1,44,38
1,44,43
1,44,36
1,44,27
1,44,40
1,44,0
1,33,42
1,33,18
1,33,37
1,33,28
1,33,31
1,33,4
1,33,41
1,33,8
1,33,34
1,33,38
1,33,43
1,33,36
1,33,27
1,33,40
1,33,0
1,42,18
1,42,37
1,42,28
1,42,31
1,42,4
1,42,41
1,42,8
1,42,34
1,42,38
1,42,43
1,42,36
1,42,27
1,42,40
1,42,0
1,18,37
1,18,28
1,18,31
1,18,4
1,18,41
1,18,8
1,18,34
1,18,38
1,18,43
1,18,36
1,18,27
1,18,40
1,18,0
1,37,28
1,37,31
1,37,4
1,37,41
1,37,8
1,37,34
1,37,38
1,37,43
1,37,36
1,37,27
1,37,40
1,37,0
1,28,31
1,28,4
1,28,41
1,28,8
1,28,34
1,28,38
1,28,43
1,28,36
1,28,27
1,28,40
1,28,0
1,31,4
1,31,41
1,31,8
1,31,34
1,31,38
1,31,43
1,31,36
1,31,27
1,31,40
1,31,0
1,4,41
1,4,8
1,4,34
1,4,38
1,4,43
1,4,36
1,4,27
1,4,40
1,4,0
1,41,8
1,41,34
1,41,38
1,41,43
1,41,36
1,41,27
1,41,40
1,41,0
1,8,34
1,8,38
1,8,43
1,8,36
1,8,27
1,8,40
1,8,0
1,34,38
1,34,43
1,34,36
1,34,27
1,34,40
1,34,0
1,38,43
1,38,36
1,38,27
1,38,40
1,38,0
1,43,36
1,43,27
1,43,40
1,43,0
1,36,27
1,36,40
1,36,0
1,27,40
1,27,0
1,40,0
2,0,34
2,0,23
2,0,47
2,0,24
2,0,10
2,0,42
2,0,25
2,0,2
2,0,46
2,0,19
2,0,13
2,0,35
2,0,28
2,0,29
2,0,5
2,0,11
2,0,22
2,0,37
2,0,7
2,0,15
2,34,23
2,34,47
2,34,24
2,34,10
2,34,42
2,34,25
2,34,2
2,34,46
2,34,19
2,34,13
2,34,35
2,34,28
2,34,29
2,34,5
2,34,11
2,34,22
2,34,37
2,34,7
2,34,15
2,34,0
2,23,47
2,23,24
2,23,10
2,23,42
2,23,25
2,23,2
2,23,46
2,23,19
2,23,13
2,23,35
2,23,28
2,23,29
2,23,5
2,23,11
2,23,22
2,23,37
2,23,7
2,23,15
2,23,0
2,47,24
2,47,10
2,47,42
2,47,25
2,47,2
2,47,46
2,47,19
2,47,13
2,47,35
2,47,28
2,47,29
2,47,5
2,47,11
2,47,22
2,47,37
2,47,7
2,47,15
2,47,0
2,24,10
2,24,42
2,24,25
2,24,2
2,24,46
2,24,19
2,24,13
2,24,35
2,24,28
2,24,29
2,24,5
2,24,11
2,24,22
2,24,37
2,24,7
2,24,15
2,24,0
2,10,42
2,10,25
2,10,2
2,10,46
2,10,19
2,10,13
2,10,35
2,10,28
2,10,29
2,10,5
2,10,11
2,10,22
2,10,37
2,10,7
2,10,15
2,10,0
2,42,25
2,42,2
2,42,46
2,42,19
2,42,13
2,42,35
2,42,28
2,42,29
2,42,5
2,42,11
2,42,22
2,42,37
2,42,7
2,42,15
2,42,0
2,25,2
2,25,46
2,25,19
2,25,13
2,25,35
2,25,28
2,25,29
2,25,5
2,25,11
2,25,22
2,25,37
2,25,7
2,25,15
2,25,0
2,2,46
2,2,19
2,2,13
2,2,35
2,2,28
2,2,29
2,2,5
2,2,11
